id,review,review_tokenize,complaint_label,domain,split
train_000094,admin ơi hãy thương những người chơi game này mà không thể đi tới poke cửa hàng   được  hay gym xin hãy cho những thứ đó ở những tỉnh thành nhỏ nhỏ đi như thế sẽ có nhiều người chơi lắm đó tôi mê game này lắm nhưng không thể quay poke cửa hàng  hay baTle gym nhưng tôi vẫn chơi vì đợi admin xem xét lại và đăng lên map mới 😃😀,admin ơi hãy thương những người chơi game này mà không_thể đi tới poke cửa_hàng được hay gym xin hãy cho những thứ đó ở những tỉnh_thành nhỏ nhỏ đi như thế sẽ có nhiều người chơi lắm đó tôi mê game này lắm nhưng không_thể quay poke cửa_hàng hay baTle gym nhưng tôi vẫn chơi vì đợi admin xem_xét_lại và đăng lên map mới 😃 😀,1,app,train
train_000095,quần quá ngắn và mỏng,quần quá ngắn và mỏng,1,fashion,train
train_000096,được dù vải chắc cứng tốt,được dù vải chắc cứng tốt,0,fashion,train
train_000097,chưa hàng được tặng kèm,chưa hàng được tặng kèm,1,cosmetic,train
train_000098,đặt màu hồng giao màu trắng,đặt màu hồng giao màu trắng,1,fashion,train
train_000099,đồ thì giống trong hình 90% nhìn tạm được đẹp mà có điều cái quần hơi ngắn và dây phun rất là nhỏ chỉ mập ở nhà được thôi,đồ thì giống trong hình 90 % nhìn tạm được đẹp mà có điều cái quần hơi ngắn và dây phun rất là nhỏ chỉ mập ở nhà được thôi,1,fashion,train
train_000100,"rất cần cho lúc này, hưởng ứng người dân việt nam 🇻🇳 cùng cài để mag lợi ích đến cho bản thân & cộng đồng.","rất cần cho lúc này , hưởng_ứng người dân việt nam 🇻 🇳 cùng cài để mag lợi_ích đến cho bản_thân & cộng_đồng .",0,app,train
train_000101,mùi huong thơm .luc mua thay cái anh nuoc tẩy trang tuong  được  tặng ma không  được  hơi bạn xíu nhung van hài lòng,mùi huong thơm . luc mua thay cái anh nuoc tẩy_trang tuong được tặng ma không được hơi bạn xíu nhung van hài_lòng,1,cosmetic,train
train_000102,như hàng nhái tem mác sơ xài,như hàng nhái tem mác sơ xài,1,cosmetic,train
train_000103,"sản phẩm đóng gói chắc chắn, thời gian giao hàng nhanh, vô cùng hài lòng.","sản_phẩm đóng_gói chắc_chắn , thời_gian giao hàng nhanh , vô_cùng hài_lòng .",0,fashion,train
train_000104,"hang ok,dong goi can than.. chưa nhận được hoá đơn","hang_ok , dong goi can than . . chưa nhận được hoá_đơn",1,mobile,train
train_000105,sản phẩm tệ,sản_phẩm tệ,1,fashion,train
train_000106,"toi rat thich ung dung nay vi no trai strEt nhung toi  không  thich no o diem la tai ve no rat la lau . moi nguoi co thôi gian thi nen thu va trai nghiem nhung cai thu vi va co the ket ban duoc va  chất  voi nhau va minh co the dang nhung video hai huoc va li thu , co the tha tim cho cac video ma ho da l... bài đánh giá đầy đủ","toi rat thich ung_dung nay vi no trai strEt nhung toi không thich no o diem la tai ve_no rat la lau . moi nguoi co thôi gian thi nen thu va trai nghiem nhung cai thu vi va co the ket ban duoc va chất voi nhau va minh co the dang nhung video hai huoc va_li thu , co the tha tim cho cac video ma_ho da l ... bài đánh_giá đầy_đủ",1,app,train
train_000107,đặt hàng ngày 1111 có sản phẩm khuyến mãi đến lúc nhận chả thấy quà đâu😞,đặt_hàng ngày 1111 có sản_phẩm khuyến_mãi đến lúc nhận chả thấy quà đâu 😞,1,cosmetic,train
train_000108,đã nhận hàng. áo rất đẹp,đã nhận hàng . áo rất đẹp,0,fashion,train
train_000109,dù mua giao màu tím không thích .nhưng cũng được đung mô tả,dù mua giao màu tím không thích . nhưng cũng được đung mô_tả,1,fashion,train
train_000110,"dép ổn, giá khá rẻ","dép ổn , giá khá rẻ",0,fashion,train
train_000111,"một đối thủ cạnh tranh đáng gờm trong thời gian tới của grab và goviet đây! chiều nay mình mới bOk một chuyến và có góp ý như vầy, tài xế không có mũ của be mà dùng mũ riêng, ít tài xế nên quá trình bOk hơi lâu còn lại thì tuyệt vời luôn, khuyến mãi ngập mặt! với lại mình nghĩ nên thiết kế lại ứng dụn... bài đánh giá đầy đủ","một đối_thủ cạnh_tranh đáng gờm trong thời_gian tới của grab và goviet đây ! chiều nay mình mới bOk một chuyến và có góp_ý như_vầy , tài_xế không có mũ của be mà dùng mũ riêng , ít tài_xế nên quá_trình bOk hơi lâu còn lại thì tuyệt_vời luôn , khuyến_mãi ngập mặt ! với lại mình nghĩ nên thiết_kế lại ứng dụn ... bài đánh_giá đầy_đủ",1,app,train
train_000112,tốt đóng hàng đẹp,tốt đóng hàng đẹp,0,cosmetic,train
train_000113, cửa hàng  giao hàng không đúng làm mất quy tính quá,cửa_hàng giao hàng không đúng làm mất quy tính quá,1,fashion,train
train_000114,"game mất đi một phần hay khi không thể đồng bộ nội dung trò chuyện, và tính chiến lược bị hạn chế nghiêm trọng khi điện thoại của tôi hết pin phải vào game bằng thiết bị khác, mong rằng roc sớm khắc phục. một số game khác không bị tình trạng này","game mất đi một phần hay khi không_thể đồng_bộ nội_dung trò_chuyện , và tính chiến_lược bị hạn_chế nghiêm_trọng khi điện_thoại của tôi hết pin phải vào game bằng thiết_bị khác , mong rằng roc sớm khắc_phục . một_số game khác không bị tình_trạng này",1,app,train
train_000115,"chất lượng được đóng gói cẩn thận, giá rẻ","chất_lượng được đóng_gói cẩn_thận , giá rẻ",0,cosmetic,train
train_000116,góp ý về phần làm bài test với những câu sắp xếp lại thì mong admin cho chỉnh lại  được  câu hỏi nhiều khi bấm nhầm một từ thôi là coi như sai luôn chẳng thể nào chỉnh sửa sắp xếp lại  được ,góp_ý về phần làm bài test với những câu sắp_xếp lại thì mong admin cho chỉnh lại được câu hỏi nhiều khi bấm nhầm một từ thôi là coi như sai luôn chẳng_thể_nào chỉnh_sửa sắp_xếp lại được,1,app,train
train_000117,cảm ơn nhà phát hành đã cho tôi có những kỉ niệm ở bên bạn bè trong những giây phút ngắn ngủi nếu không có game này tôi cũng sẽ không có  được  những kỉ niệm đẹp đẽ đến khó quên như vậy đã cho tôi  được  cười nói vui buồn bên những người bạn của mình tôi xin cảm ơn nhà phát hành game đã cho tôi những kỉ niệm như vậy,cảm_ơn nhà phát_hành đã cho tôi có những kỉ_niệm ở bên bạn_bè trong những giây_phút ngắn_ngủi nếu không có game này tôi cũng sẽ không có được những kỉ_niệm đẹp_đẽ đến khó quên như_vậy đã cho tôi được cười nói vui buồn bên những người bạn của mình tôi xin cảm_ơn nhà phát_hành game đã cho tôi những kỉ_niệm như_vậy,0,app,train
train_000118,tôi cài lại máy và khi đăng nhập lại thì lại không vào được tài khoản của tôi. cứ báo sai số điện thoại email và mật khẩu trong khi tôi đã nhập đúng. thật sự ứng dụng rất khó xài,tôi cài lại máy và khi đăng_nhập lại thì lại không vào được tài_khoản của tôi . cứ báo sai_số điện_thoại email và mật_khẩu trong khi tôi đã nhập đúng . thật_sự ứng_dụng rất khó xài,1,app,train
train_000119,rẽ đẹp . giao hàng nhanh,rẽ đẹp . giao hàng nhanh,0,fashion,train
train_000120,"mình lỡ xoá ứng dụng, khi tải lại thì quên mật khẩu, line yêu cầu xác minh bằng mail vậy mà không thấy gửi xác minh vào mail gì cả, nếu địa chỉ mail không đúng thì cũng phải phản hồi lại là không đúng chứ. mình thấy khó hiểu quá!","mình lỡ xoá ứng_dụng , khi tải lại thì quên mật_khẩu , line yêu_cầu xác_minh bằng mail vậy_mà không thấy gửi xác_minh vào mail gì cả , nếu địa_chỉ mail không đúng thì cũng phải phản_hồi lại là không đúng chứ . mình thấy khó hiểu quá !",1,app,train
train_000121,"giao hàng nhanh, chất lượng","giao hàng nhanh , chất_lượng",0,cosmetic,train
train_000122,vải đẹp lắm giá lại rẻ cho  cửa hàng  một 1star  luon,vải đẹp lắm giá lại rẻ cho cửa_hàng một 1star luon,0,fashion,train
train_000123,"tôi rất hài lòng vì ứng dụng thật hữu ích, bám sát sách. rất tốt cho người tự học","tôi rất hài_lòng vì ứng_dụng thật hữu_ích , bám sát sách . rất tốt cho người tự học",0,app,train
train_000124,"quần đẹp, xịn sò, giá rẻ, giao nhanh","quần đẹp , xịn sò , giá rẻ , giao nhanh",0,fashion,train
train_000125,sản phẩm tốt,sản_phẩm tốt,0,cosmetic,train
train_000126,"tải đi tải lại game rất nhiều lần, trong một khoảng thời gian rất dài nhưng đều không đăng nhập được. dù là aC cũ hay aC mới. quá thất vọng.","tải đi tải lại game rất nhiều lần , trong một khoảng thời_gian rất dài nhưng đều không đăng_nhập được . dù là aC cũ hay aC mới . quá thất_vọng .",1,app,train
train_000127,"sản phẩm như mong đợi , có thêm 2 chức năng nữa :  kháng nước ip68 và xài được 5g   nữa thì càng tuyệt vời hơn","sản_phẩm như mong_đợi , có thêm 2 chức_năng nữa : kháng nước ip68 và xài được 5g nữa thì càng tuyệt_vời hơn",0,mobile,train
train_000128,"game rất hay nhưng ngày càng cập nhật thì thời gian tự thoát của game ngày càng nhanh. lúc mới tải về chơi rất mượt nhưng sau vài bản cập nhật thì chỉ sau vài phút là máy bị thoát game, khi bắn súng thì bị đơ không điều khiển được. mong admin có thể khắc phục những lỗi này","game rất hay nhưng ngày_càng cập_nhật thì thời_gian tự thoát của game ngày_càng nhanh . lúc mới tải về chơi rất mượt nhưng sau vài bản cập_nhật thì chỉ sau vài phút là máy bị thoát game , khi bắn súng thì bị đơ không điều_khiển được . mong admin có_thể khắc_phục những lỗi này",1,app,train
train_000129,dùng 3 hôm mới thấy viền 2 bên không cảm ứng  được  . bấn 10 lần mới  được  một lần,dùng 3 hôm mới thấy viền 2 bên không cảm_ứng được . bấn 10 lần mới được một lần,1,mobile,train
train_000130,"đóng gói ok, sản phẩm nguyên seal, mới 100%, sản phẩm giống như mong muốn. gOd!!!","đóng_gói ok , sản_phẩm nguyên seal , mới 100 % , sản_phẩm giống như mong_muốn . gOd ! ! !",0,mobile,train
train_000131,"sao game ngày càng tệ vậy phiên bản này còn xử lí chậm hơn phiên bản trước rất nhiều, bữa vào game tầm 10s giờ vào một phút còn chưa vào  được , chưa kể còn nhiều cái lag lắm. tạm thời trừ   1star   để admin xem xét lại không  được  nữa thì còn   1star   nhé. đừng trả lời lại như npc.","sao game ngày_càng tệ vậy phiên_bản này còn xử_lí chậm hơn phiên_bản trước rất nhiều , bữa vào game tầm 10s giờ vào một phút còn chưa vào được , chưa kể còn nhiều cái lag lắm . tạm_thời trừ 1star để admin xem_xét_lại không được nữa thì còn 1star nhé . đừng trả_lời lại như npc .",1,app,train
train_000132,"rất tốt, trên hình có tặng thêm  sản phẩm  mà giao hàng không co, hơi bị tiết 😐😦,nhưng giá đã giảm, giá cả 👌","rất tốt , trên hình có tặng thêm sản_phẩm mà giao hàng_không co , hơi bị tiết 😐 😦 , nhưng giá đã giảm , giá_cả 👌",1,cosmetic,train
train_000133,hàng đúng mẫu. đẹp 😍.,hàng đúng mẫu . đẹp 😍 .,0,fashion,train
train_000134,tạm được thôi.vẫn nhiều gàu,tạm được thôi . vẫn nhiều gàu,1,cosmetic,train
train_000135,"định mệnh! không cập nhật ảnh đại diện được là sao? ấn tiếp theo lại ra cái dòng chữ quái quỷ gì gì đấy, cứ tưởng là đang tải, ai dè để một lúc rồi bật lên, y chang như vậy!!!!!!!!!!!!!","định_mệnh ! không cập_nhật ảnh đại_diện được là sao ? ấn tiếp_theo lại ra cái dòng chữ quái_quỷ gì gì đấy , cứ tưởng là đang tải , ai dè để một lúc rồi bật lên , y chang như vậy ! ! ! ! ! ! ! ! ! ! ! ! !",1,app,train
train_000136,hàng y hình. đẹp. nên mua. sẽ ủng hộ  cửa hàng  tiếp khi co nhu cầu.,hàng y hình . đẹp . nên mua . sẽ ủng_hộ cửa_hàng tiếp khi co nhu_cầu .,0,fashion,train
train_000137,"mới về ai tải sẵn tik tok với lazada rồi,chs game ổn lâu lâu giật còn lại được","mới về ai tải sẵn tik tok với lazada rồi , chs game ổn lâu_lâu giật còn lại được",1,mobile,train
